tissue,cell_type,axis,gene1,gene2,n_mice,pseudobulk_r,pseudobulk_p,cells_coexpressing,pct_coexpressing,cell_rho,cell_p,both_concordant
liver,cDC,AMPK,Stk11,Sirt1,7,0.0594769766877501,0.899207247011103,38,5.2,0.64109858846701,1.44777502676465e-05,FALSE
liver,cDC,AMPK,Ppargc1a,Igf1,7,-0.0521894386464695,0.911521068832621,0,0,,,FALSE
liver,cDC,AMPK,Stk11,Srebf1,7,-0.0520938445072279,0.911682693112213,17,2.33,0.666666666666667,0.0034699602434104,FALSE
liver,cDC,AMPK,Stk11,Fbp1,7,-0.0516047335336228,0.912509687549089,1,0.14,,,FALSE
liver,cDC,AMPK,Prkaa1,Ccnd1,7,0.0454252329955895,0.922963267582887,26,3.56,0.126837606837607,0.536943539113977,FALSE
liver,cDC,AMPK,Stk11,Ccnd1,7,-0.0442747122417391,0.924910561614515,137,18.74,0.418168389783628,3.68298546349224e-07,FALSE
liver,cDC,AMPK,Irs2,Igf1,7,-0.0418339840790271,0.929042551608177,0,0,,,FALSE
liver,cDC,AMPK,Sirt1,Ccnd1,7,0.041164278611991,0.93017654313477,61,8.34,0.329032258064516,0.00962018896522882,FALSE
liver,cDC,AMPK,Srebf1,Ccnd1,7,0.0281422031766553,0.952243228585622,31,4.24,-0.295967741935484,0.105961451764565,FALSE
liver,cDC,AMPK,Ppargc1a,Srebf1,7,0.014223123959149,0.975856517087134,0,0,,,FALSE
liver,cDC,AMPK,Sirt1,Irs2,7,0.0109213308195739,0.981460478660368,12,1.64,0.853146853146853,0.000418117940414995,FALSE
liver,pDC,AMPK,Ppargc1a,Foxo1,7,0.924039819551398,0.00293098222899238,1,0.13,,,FALSE
liver,pDC,AMPK,Camkk2,Ccnd1,7,0.802167061629286,0.0299605306764003,33,4.41,0.197860962566845,0.269699535175736,FALSE
liver,pDC,AMPK,Fbp1,Srebf1,7,-0.705592199470367,0.076498807595725,0,0,,,FALSE
liver,pDC,AMPK,Sirt1,Irs2,7,-0.704744829253113,0.0770115908080161,15,2.01,0.567857142857143,0.0272283567088619,FALSE
liver,pDC,AMPK,Ppargc1a,Irs2,7,0.698590501091085,0.0807907222156046,1,0.13,,,FALSE
liver,pDC,AMPK,Foxo1,Irs2,7,0.654282616936506,0.110838964282583,44,5.88,0.207610993657505,0.176286567678599,FALSE
liver,pDC,AMPK,Stk11,Sirt1,7,0.63630743786884,0.124443385344708,34,4.55,0.549579831932773,0.000761046440748909,FALSE
liver,pDC,AMPK,Foxo1,Igf1,7,-0.621010825353905,0.13665691705769,1,0.13,,,FALSE
liver,pDC,AMPK,Sirt1,Ccnd1,7,0.606742498528073,0.148572340598758,65,8.69,0.419842657342657,0.000498485931387909,FALSE
liver,pDC,AMPK,Prkaa1,Irs2,7,-0.58240796650448,0.170044823186247,16,2.14,0.294117647058824,0.268846554622893,FALSE
liver,pDC,AMPK,Ppargc1a,Igf1,7,-0.580967900664847,0.171360541473629,0,0,,,FALSE
liver,pDC,AMPK,Stk11,Igf1,7,-0.540772372675667,0.210077121935349,0,0,,,FALSE
liver,pDC,AMPK,Stk11,Srebf1,7,-0.540191212647658,0.210664724275181,33,4.41,0.587232620320856,0.000327359995015154,FALSE
liver,pDC,AMPK,Prkaa1,Fasn,7,-0.529367566613246,0.221750713567634,4,0.53,,,FALSE
liver,pDC,AMPK,Camkk2,Foxo1,7,-0.528289182951649,0.222869968187483,6,0.8,,,FALSE
liver,pDC,AMPK,Sirt1,Foxo1,7,-0.526098732620286,0.225151612096314,6,0.8,,,FALSE
liver,pDC,AMPK,Sirt1,Ppargc1a,7,-0.499108878634676,0.254153472286896,1,0.13,,,FALSE
liver,pDC,AMPK,Foxo1,Ccnd1,7,-0.474288514360073,0.28224140513059,102,13.64,0.190030025275514,0.0557447067641487,FALSE
liver,pDC,AMPK,Stk11,Camkk2,7,0.464294895632696,0.293923278551836,12,1.6,0.615384615384615,0.0331699010901058,FALSE
liver,pDC,AMPK,Irs2,Fasn,7,0.458974885845659,0.300227530685937,22,2.94,0.235460191981931,0.291488234961247,FALSE
liver,pDC,AMPK,Camkk2,Sirt1,7,0.452473090897096,0.308011969963529,3,0.4,,,FALSE
liver,pDC,AMPK,Sirt1,Fbp1,7,-0.401740483335727,0.371661984288854,0,0,,,FALSE
liver,pDC,AMPK,Camkk2,Fasn,7,-0.373889314877615,0.408685097736689,4,0.53,,,FALSE
liver,pDC,AMPK,Igf1,Ccnd1,7,0.373176776424202,0.409650621695177,1,0.13,,,FALSE
liver,pDC,AMPK,Srebf1,Fasn,7,-0.355207077248417,0.434292556939042,8,1.07,,,FALSE
liver,pDC,AMPK,Camkk2,Srebf1,7,-0.350707573282366,0.440549150627679,4,0.53,,,FALSE
liver,pDC,AMPK,Irs2,Srebf1,7,-0.348019847682871,0.444302632835416,16,2.14,0.461764705882353,0.0717684158405381,FALSE
liver,pDC,AMPK,Camkk2,Ppargc1a,7,-0.343225839686051,0.451027343553642,0,0,,,FALSE
liver,pDC,AMPK,Stk11,Irs2,7,-0.341211246734058,0.453864565040582,59,7.89,0.279080641184689,0.0323125720113735,FALSE
liver,pDC,AMPK,Irs2,Igf1,7,-0.335589502200881,0.461816818702567,0,0,,,FALSE
liver,pDC,AMPK,Irs2,Ccnd1,7,-0.33232254320035,0.466461528622272,150,20.05,0.0937998078135468,0.253571589199108,FALSE
liver,pDC,AMPK,Irs2,Fbp1,7,0.330018363642857,0.46974768760546,1,0.13,,,FALSE
liver,pDC,AMPK,Stk11,Ccnd1,7,0.309548890092027,0.499304514220892,219,29.28,0.10551039008854,0.119512241876874,FALSE
liver,pDC,AMPK,Prkaa1,Srebf1,7,0.302861937371832,0.509098022289821,3,0.4,,,FALSE
liver,pDC,AMPK,Stk11,Fbp1,7,0.299982771378405,0.51333508150472,0,0,,,FALSE
liver,pDC,AMPK,Igf1,Srebf1,7,0.288028751144112,0.531054978955974,0,0,,,FALSE
liver,pDC,AMPK,Ppargc1a,Fasn,7,0.286171149282599,0.53382678402626,1,0.13,,,FALSE
liver,pDC,AMPK,Prkaa1,Stk11,7,0.257005319337473,0.577959686201641,9,1.2,,,FALSE
liver,pDC,AMPK,Ppargc1a,Ccnd1,7,-0.256966439159581,0.578019261784241,7,0.94,,,FALSE
liver,pDC,AMPK,Foxo1,Fasn,7,0.243106623500913,0.599376256916714,18,2.41,0.323013415892673,0.19106788357349,FALSE
liver,pDC,AMPK,Stk11,Fasn,7,-0.211885969024967,0.648311217301541,29,3.88,0.653694581280788,0.000120349207503132,FALSE
liver,pDC,AMPK,Stk11,Foxo1,7,-0.207991823023872,0.654489907830634,36,4.81,0.381209781209781,0.0217948267961371,FALSE
liver,pDC,AMPK,Prkaa1,Camkk2,7,-0.201441918015823,0.664917683389559,0,0,,,FALSE
liver,pDC,AMPK,Ppargc1a,Fbp1,7,0.194299871711979,0.676337264771808,1,0.13,,,FALSE
liver,pDC,AMPK,Camkk2,Irs2,7,-0.187143852962884,0.687828844983275,7,0.94,,,FALSE
liver,pDC,AMPK,Prkaa1,Fbp1,7,0.184260468928229,0.692472813153223,1,0.13,,,FALSE
liver,pDC,AMPK,Camkk2,Fbp1,7,0.181124281276782,0.697532648488877,0,0,,,FALSE
liver,pDC,AMPK,Foxo1,Srebf1,7,0.166952444921233,0.720506157675816,14,1.87,0.784615384615385,0.000890073974907857,FALSE
liver,pDC,AMPK,Igf1,Fbp1,7,-0.166666666666667,0.72097120207323,0,0,,,FALSE
liver,pDC,AMPK,Srebf1,Ccnd1,7,-0.140225329211951,0.764279612295042,77,10.29,0.121404910878595,0.292893412629414,FALSE
liver,pDC,AMPK,Fbp1,Fasn,7,-0.127005079348479,0.786124195374023,0,0,,,FALSE
liver,pDC,AMPK,Fbp1,Ccnd1,7,-0.120242215986591,0.797342940134794,1,0.13,,,FALSE
liver,pDC,AMPK,Camkk2,Igf1,7,0.117667882692359,0.801620827341351,0,0,,,FALSE
liver,pDC,AMPK,Ppargc1a,Srebf1,7,-0.0911463686733131,0.845907059413491,2,0.27,,,FALSE
liver,pDC,AMPK,Sirt1,Srebf1,7,-0.0900269787945673,0.847784051379793,8,1.07,,,FALSE
liver,pDC,AMPK,Fasn,Ccnd1,7,-0.0745801207393782,0.873740678623207,74,9.89,0.449152165864495,5.96810536756773e-05,FALSE
liver,pDC,AMPK,Prkaa1,Ccnd1,7,-0.0681203877157834,0.884623369446164,28,3.74,-0.0136836343732895,0.944902978380715,FALSE
liver,pDC,AMPK,Foxo1,Fbp1,7,-0.0668964764524495,0.886686957697798,1,0.13,,,FALSE
liver,pDC,AMPK,Prkaa1,Foxo1,7,-0.0652844165836018,0.889405763482233,9,1.2,,,FALSE
liver,pDC,AMPK,Prkaa1,Sirt1,7,0.0566839624881367,0.903924838437479,2,0.27,,,FALSE
liver,pDC,AMPK,Stk11,Ppargc1a,7,-0.0515996429093379,0.912518295166133,2,0.27,,,FALSE
liver,pDC,AMPK,Prkaa1,Igf1,7,0.0280881971204894,0.952334803426703,0,0,,,FALSE
liver,pDC,AMPK,Sirt1,Igf1,7,0.0185449610908507,0.968522509696029,0,0,,,FALSE
liver,pDC,AMPK,Sirt1,Fasn,7,-0.0149054768405291,0.974698487482747,11,1.47,0.609090909090909,0.0466957093540989,FALSE
liver,pDC,AMPK,Igf1,Fasn,7,0.013025117507719,0.977889749406595,0,0,,,FALSE
liver,pDC,AMPK,Prkaa1,Ppargc1a,7,-0.00404417132777812,0.993134457664117,1,0.13,,,FALSE
liver,pDC,AMPK,Prkaa1,Prkaa2,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Stk11,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Camkk2,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Sirt1,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Ppargc1a,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Foxo1,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Irs2,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Igf1,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Fbp1,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Srebf1,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Fasn,7,,,0,0,,,FALSE
liver,pDC,AMPK,Prkaa2,Ccnd1,7,,,0,0,,,FALSE
liver,B_cell,p53,Mdm2,Zmat3,7,0.740948090463982,0.0567319073695887,12,0.16,0.734265734265734,0.00654349014683787,FALSE
liver,B_cell,p53,Trp53,Cdkn1a,7,0.57525521381304,0.176629089479508,44,0.6,0.48204658404077,0.000921891299876799,FALSE
liver,B_cell,p53,Trp53,Serpine1,7,-0.541330092979197,0.209513954902788,7,0.09,,,FALSE
liver,B_cell,p53,Mdm2,Cdkn1a,7,-0.532433390246446,0.218583236243496,35,0.47,0.689075630252101,4.71315392874914e-06,FALSE
liver,B_cell,p53,Bax,Zmat3,7,0.485957605479447,0.268870009891485,10,0.14,0.915151515151515,0.000204472406148833,FALSE
liver,B_cell,p53,Cdkn1a,Bax,7,0.461745447019449,0.296937028530956,76,1.03,0.505840778144272,3.14372451907072e-06,FALSE
liver,B_cell,p53,Phlda3,Serpine1,7,0.451452162599804,0.309242217388539,0,0,,,FALSE
liver,B_cell,p53,Trp53,Zmat3,7,-0.447709919607637,0.313769983188949,12,0.16,0.657342657342657,0.0201854985098541,FALSE
liver,B_cell,p53,Cdkn1a,Phlda3,7,0.439449656155988,0.323864947956756,2,0.03,,,FALSE
liver,B_cell,p53,Trp53,Mdm2,7,-0.35241108961174,0.438176394836277,161,2.18,0.766699496056878,2.05490486982663e-32,FALSE
liver,B_cell,p53,Cdkn1a,Serpine1,7,-0.34335368972207,0.450847512393845,1,0.01,,,FALSE
liver,B_cell,p53,Cdkn1a,Zmat3,7,-0.246162046678694,0.594647812963641,1,0.01,,,FALSE
liver,B_cell,p53,Mdm2,Phlda3,7,-0.212338442914553,0.647594326244735,0,0,,,FALSE
liver,B_cell,p53,Trp53,Bax,7,0.193129745456555,0.678212973514479,312,4.22,0.636850201992457,6.83187716061204e-37,FALSE
liver,B_cell,p53,Trp53,Phlda3,7,-0.157182258739852,0.736443178299716,1,0.01,,,FALSE
liver,B_cell,p53,Zmat3,Serpine1,7,0.106703387441828,0.819884164949987,0,0,,,FALSE
liver,B_cell,p53,Mdm2,Serpine1,7,0.0751720829370364,0.872744171813766,6,0.08,,,FALSE
liver,B_cell,p53,Bax,Phlda3,7,-0.070661045120155,0.880341333619063,3,0.04,,,FALSE
liver,B_cell,p53,Zmat3,Phlda3,7,-0.050899819932589,0.913701673845498,0,0,,,FALSE
liver,B_cell,p53,Mdm2,Bax,7,0.0427678224341782,0.927461471759969,251,3.4,0.62825491449332,5.72300871040001e-29,FALSE
liver,B_cell,p53,Bax,Serpine1,7,-0.0270037499242088,0.95417372290366,9,0.12,,,FALSE
liver,B_cell,p53,Trp53,Ccnd1,7,,,0,0,,,FALSE
liver,B_cell,p53,Trp53,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Mdm2,Ccnd1,7,,,0,0,,,FALSE
liver,B_cell,p53,Mdm2,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Cdkn1a,Ccnd1,7,,,0,0,,,FALSE
liver,B_cell,p53,Cdkn1a,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Ccnd1,Bax,7,,,0,0,,,FALSE
liver,B_cell,p53,Ccnd1,Zmat3,7,,,0,0,,,FALSE
liver,B_cell,p53,Ccnd1,Phlda3,7,,,0,0,,,FALSE
liver,B_cell,p53,Ccnd1,Serpine1,7,,,0,0,,,FALSE
liver,B_cell,p53,Ccnd1,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Bax,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Zmat3,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Phlda3,Igf1,7,,,0,0,,,FALSE
liver,B_cell,p53,Serpine1,Igf1,7,,,0,0,,,FALSE
liver,Cholangiocyte,p53,Bax,Phlda3,7,0.942462527109864,0.00147846542146183,83,13.05,0.545023298769993,9.97126641850039e-08,TRUE
liver,Cholangiocyte,p53,Cdkn1a,Phlda3,7,0.898583190998807,0.00595272447939547,60,9.43,0.499583217560434,4.82961684195148e-05,TRUE
liver,Cholangiocyte,p53,Cdkn1a,Bax,7,0.888603981929929,0.00748524518316343,114,17.92,0.641288433383453,1.51394141365645e-14,TRUE
liver,Cholangiocyte,p53,Trp53,Serpine1,7,-0.866558189757124,0.0116120631819438,8,1.26,,,FALSE
liver,Cholangiocyte,p53,Zmat3,Phlda3,7,0.807156933597818,0.0281875035139926,18,2.83,0.382868937048504,0.116832323012768,FALSE
liver,Cholangiocyte,p53,Cdkn1a,Zmat3,7,0.79130066574849,0.0340321813691241,20,3.14,0.146671691455523,0.537200292409665,FALSE
liver,Cholangiocyte,p53,Serpine1,Igf1,7,0.780240264471026,0.0384752995895152,14,2.2,0.740659340659341,0.00244519764044602,FALSE
liver,Cholangiocyte,p53,Ccnd1,Zmat3,7,0.759207460534388,0.0477650586746153,38,5.97,0.23514607725134,0.155278356889137,FALSE
liver,Cholangiocyte,p53,Ccnd1,Bax,7,0.748931766234726,0.0527076281813294,264,41.51,0.012736668450414,0.83681221954569,TRUE
liver,Cholangiocyte,p53,Bax,Zmat3,7,0.706337403721261,0.0760493608283961,33,5.19,0.441510695187166,0.0101060715777752,FALSE
liver,Cholangiocyte,p53,Ccnd1,Phlda3,7,0.668128087665831,0.100914838765885,89,13.99,-0.108563159686755,0.311202854864619,TRUE
liver,Cholangiocyte,p53,Cdkn1a,Ccnd1,7,0.630022082940722,0.129391378063901,119,18.71,0.00408775134510263,0.964807475634123,TRUE
liver,Cholangiocyte,p53,Trp53,Igf1,7,-0.578044510635976,0.174046854773826,70,11.01,0.25525325868253,0.0329564642402806,FALSE
liver,Cholangiocyte,p53,Mdm2,Serpine1,7,0.481878555319759,0.273510885610159,7,1.1,,,FALSE
liver,Cholangiocyte,p53,Trp53,Zmat3,7,-0.460520803632583,0.298389525827027,18,2.83,0.450980392156863,0.0603262357856848,FALSE
liver,Cholangiocyte,p53,Ccnd1,Igf1,7,-0.447638621769858,0.313856524687291,163,25.63,0.00275159193309725,0.972191630096253,FALSE
liver,Cholangiocyte,p53,Mdm2,Cdkn1a,7,0.431031070708705,0.334294526924381,40,6.29,0.266979362101313,0.0958398743468332,FALSE
liver,Cholangiocyte,p53,Trp53,Cdkn1a,7,-0.421474184732959,0.346304341342205,59,9.28,0.328467686588052,0.0110875568148265,FALSE
liver,Cholangiocyte,p53,Bax,Igf1,7,-0.400919406550073,0.372733070678514,117,18.4,0.296145603860391,0.00118712782526724,FALSE
liver,Cholangiocyte,p53,Trp53,Mdm2,7,-0.373572232778923,0.409114648625924,48,7.55,0.391120277898393,0.00598189557140386,FALSE
liver,Cholangiocyte,p53,Cdkn1a,Serpine1,7,0.362124704227571,0.424740454521551,11,1.73,0.109090909090909,0.749508596234148,FALSE
liver,Cholangiocyte,p53,Trp53,Phlda3,7,-0.356010649953875,0.433178775606676,42,6.6,0.0820841098776436,0.605306012318635,FALSE
liver,Cholangiocyte,p53,Phlda3,Serpine1,7,0.298878038918331,0.514964048812841,12,1.89,0.776223776223776,0.00299286368018598,FALSE
liver,Cholangiocyte,p53,Ccnd1,Serpine1,7,-0.28533735176938,0.535072496643415,22,3.46,0.0468661773009599,0.835928888224099,FALSE
liver,Cholangiocyte,p53,Mdm2,Zmat3,7,0.275092033409814,0.550457490712738,10,1.57,0.781818181818182,0.00754700778106788,FALSE
liver,Cholangiocyte,p53,Mdm2,Igf1,7,0.262005032990952,0.570314719242187,45,7.08,0.408563899868248,0.00533054292492198,FALSE
liver,Cholangiocyte,p53,Mdm2,Ccnd1,7,0.232464870371896,0.615931658656645,97,15.25,0.168130654323585,0.0997288933661762,FALSE
liver,Cholangiocyte,p53,Zmat3,Serpine1,7,0.231566935682698,0.617334622156615,3,0.47,,,FALSE
liver,Cholangiocyte,p53,Trp53,Ccnd1,7,0.183457789450393,0.693766975355835,154,24.21,0.100119273711946,0.216669932725279,FALSE
liver,Cholangiocyte,p53,Cdkn1a,Igf1,7,-0.160222112065594,0.731476301778021,55,8.65,0.344660894660895,0.00997056151539738,FALSE
liver,Cholangiocyte,p53,Phlda3,Igf1,7,-0.157050198714453,0.736659120362629,32,5.03,0.504765395894428,0.00321650476026167,FALSE
liver,Cholangiocyte,p53,Mdm2,Phlda3,7,0.149818862921311,0.748504385746742,25,3.93,0.179230769230769,0.391308496089342,FALSE
liver,Cholangiocyte,p53,Mdm2,Bax,7,0.0940809405345395,0.840989139732804,78,12.26,0.29402243326294,0.00897939880739886,FALSE
liver,Cholangiocyte,p53,Trp53,Bax,7,-0.0785123103404988,0.867123783788389,125,19.65,0.31783039808331,0.00030399234493701,FALSE
liver,Cholangiocyte,p53,Bax,Serpine1,7,0.0481380066185446,0.918373034336246,15,2.36,0.182142857142857,0.515881681707039,FALSE
liver,Cholangiocyte,p53,Zmat3,Igf1,7,-0.0421488953915839,0.928509354944594,15,2.36,0.45,0.0923573749481227,FALSE
liver,HSC_Fibroblast,p53,Trp53,Phlda3,7,0.798863891684013,0.0311676221047314,111,5.48,0.353875719005436,0.000138875750219317,FALSE
liver,HSC_Fibroblast,p53,Cdkn1a,Igf1,7,0.782833897622976,0.0374062032669386,282,13.93,0.246113091671522,2.92739404686286e-05,FALSE
liver,HSC_Fibroblast,p53,Ccnd1,Bax,7,0.729949788780024,0.0625403412775381,179,8.84,0.488344782889184,4.07329090764854e-12,FALSE
liver,HSC_Fibroblast,p53,Ccnd1,Igf1,7,-0.69377357591208,0.0838158760800918,168,8.3,0.411976554076969,2.88370702756479e-08,FALSE
liver,HSC_Fibroblast,p53,Trp53,Bax,7,-0.676976404396839,0.0948266132985062,151,7.46,0.399347158151199,3.78559995873017e-07,FALSE
liver,HSC_Fibroblast,p53,Trp53,Serpine1,7,0.644714895940438,0.117979279217327,121,5.98,0.270871614401578,0.00265538635903507,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Ccnd1,7,0.552358186631128,0.198526802829057,83,4.1,0.629759455942236,1.79536183422465e-10,FALSE
liver,HSC_Fibroblast,p53,Cdkn1a,Phlda3,7,0.546378249189829,0.204449351105385,183,9.04,0.367043068628172,3.20870978530417e-07,FALSE
liver,HSC_Fibroblast,p53,Cdkn1a,Ccnd1,7,-0.544267398532204,0.206559872331963,201,9.93,0.33129907318573,1.55489952141175e-06,FALSE
liver,HSC_Fibroblast,p53,Ccnd1,Phlda3,7,-0.540768891698055,0.210080639171704,144,7.11,0.343810786914235,2.45254812533954e-05,FALSE
liver,HSC_Fibroblast,p53,Serpine1,Igf1,7,0.533859881907123,0.217116796306526,257,12.7,0.157729347785745,0.0113369505840849,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Zmat3,7,-0.530062882152569,0.221030455666081,20,0.99,0.67218045112782,0.00116843029037229,FALSE
liver,HSC_Fibroblast,p53,Phlda3,Igf1,7,0.512922178226391,0.239106425349942,178,8.79,0.182042860775358,0.0150156977584038,FALSE
liver,HSC_Fibroblast,p53,Trp53,Igf1,7,0.487635870044693,0.266971028740935,151,7.46,0.333302834875375,2.89117571396608e-05,FALSE
liver,HSC_Fibroblast,p53,Trp53,Ccnd1,7,-0.439550726919695,0.323740595263624,103,5.09,0.366208320520142,0.000142212339483977,FALSE
liver,HSC_Fibroblast,p53,Bax,Igf1,7,-0.435150801654086,0.329173022390981,254,12.55,0.245871630175398,7.48923263404546e-05,FALSE
liver,HSC_Fibroblast,p53,Bax,Zmat3,7,-0.431398837495773,0.333835961921894,52,2.57,0.588918295910527,4.37945323645345e-06,FALSE
liver,HSC_Fibroblast,p53,Zmat3,Serpine1,7,-0.408627155455234,0.36272831939807,46,2.27,-0.052358926919519,0.729658578080082,FALSE
liver,HSC_Fibroblast,p53,Phlda3,Serpine1,7,0.388449630422821,0.389153556432328,153,7.56,0.116809403187112,0.150453679622464,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Phlda3,7,-0.385943809064976,0.392487723313657,83,4.1,0.354680268253519,0.00100209204077921,FALSE
liver,HSC_Fibroblast,p53,Ccnd1,Zmat3,7,-0.36631872232183,0.418989178696411,37,1.83,0.399976291378932,0.0141742577297793,FALSE
liver,HSC_Fibroblast,p53,Bax,Phlda3,7,-0.354214560214758,0.435669729135742,176,8.7,0.515491432414079,2.46392741590679e-13,FALSE
liver,HSC_Fibroblast,p53,Cdkn1a,Zmat3,7,-0.329090737358869,0.471073024436861,55,2.72,0.115295815295815,0.401908597791495,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Bax,7,0.274745276545375,0.550980702750352,93,4.59,0.479941213116992,1.12751377115071e-06,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Serpine1,7,0.228199517440223,0.622604202052682,103,5.09,0.32154879381449,0.000926469925324906,FALSE
liver,HSC_Fibroblast,p53,Cdkn1a,Serpine1,7,0.227235119619134,0.624115732996467,255,12.6,0.139988181734955,0.0253866384077831,FALSE
liver,HSC_Fibroblast,p53,Trp53,Cdkn1a,7,0.185322636184329,0.690761192044896,140,6.92,0.129789420743041,0.126414922094975,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Igf1,7,-0.173419158742804,0.710001455166882,108,5.34,0.528441284700152,4.1496812567472e-09,FALSE
liver,HSC_Fibroblast,p53,Bax,Serpine1,7,-0.147451981342889,0.752390107992836,225,11.12,0.212082862432283,0.00137425311892547,FALSE
liver,HSC_Fibroblast,p53,Zmat3,Phlda3,7,0.144571170806206,0.757125158154619,42,2.08,0.304444714807649,0.0499611707275312,FALSE
liver,HSC_Fibroblast,p53,Trp53,Mdm2,7,-0.142318313984031,0.760832289913245,66,3.26,0.723828410395575,6.56542535980858e-12,FALSE
liver,HSC_Fibroblast,p53,Zmat3,Igf1,7,-0.129178068452447,0.782525633348489,50,2.47,0.231596638655462,0.10559746994683,FALSE
liver,HSC_Fibroblast,p53,Mdm2,Cdkn1a,7,-0.124202732801974,0.790769465461793,118,5.83,0.129301450784041,0.162869079364245,FALSE
liver,HSC_Fibroblast,p53,Trp53,Zmat3,7,0.114504147659463,0.806883543203835,34,1.68,0.523605805958747,0.00148343236127999,FALSE
liver,HSC_Fibroblast,p53,Ccnd1,Serpine1,7,0.077535613398645,0.86876675783759,194,9.58,0.193042035493697,0.00700088362943127,FALSE
liver,HSC_Fibroblast,p53,Cdkn1a,Bax,7,0.0261751663991935,0.955578878379268,274,13.54,0.32131610306717,5.34813087369126e-08,FALSE
liver,LSEC,p53,Cdkn1a,Phlda3,7,0.989642858169358,2.08516156572122e-05,36,4.83,0.227541827541828,0.181989529329675,TRUE
liver,LSEC,p53,Trp53,Serpine1,7,-0.929956526977333,0.00240092774666821,0,0,,,FALSE
liver,LSEC,p53,Bax,Phlda3,7,0.85005482196812,0.01539843528218,34,4.56,0.391596638655462,0.0220039177476073,TRUE
liver,LSEC,p53,Cdkn1a,Bax,7,0.799399142817809,0.0309702123766408,60,8.05,0.298249513753821,0.0206357560603956,TRUE
liver,LSEC,p53,Zmat3,Phlda3,7,0.723513494937246,0.0660819989346426,12,1.61,0.468531468531469,0.124454791188834,FALSE
liver,LSEC,p53,Cdkn1a,Zmat3,7,0.700887828667873,0.07936874311762,34,4.56,0.246447669977082,0.160005306725836,FALSE
liver,LSEC,p53,Mdm2,Zmat3,7,0.672576078754053,0.097829520694577,9,1.21,,,FALSE
liver,LSEC,p53,Cdkn1a,Ccnd1,7,0.652852496005916,0.111891610219474,49,6.58,0.179285714285714,0.217718163247056,TRUE
liver,LSEC,p53,Ccnd1,Phlda3,7,0.611466902301087,0.144571399108586,23,3.09,-0.16897233201581,0.440861722065763,TRUE
liver,LSEC,p53,Ccnd1,Bax,7,0.604146798528938,0.15079390046753,68,9.13,0.499370156888193,1.4576209351434e-05,TRUE
liver,LSEC,p53,Zmat3,Igf1,7,0.549225122677813,0.20161937319612,0,0,,,FALSE
liver,LSEC,p53,Bax,Zmat3,7,0.454908258349094,0.305086178874262,31,4.16,0.523790322580645,0.00249327415564973,FALSE
liver,LSEC,p53,Phlda3,Igf1,7,0.3867983335827,0.391349437523007,0,0,,,FALSE
liver,LSEC,p53,Mdm2,Bax,7,0.376383617723918,0.405312269864871,26,3.49,0.550769230769231,0.00354788401736575,FALSE
liver,LSEC,p53,Mdm2,Phlda3,7,0.364836956723795,0.421017657406996,7,0.94,,,FALSE
liver,LSEC,p53,Cdkn1a,Igf1,7,0.324975491636706,0.476969016679464,1,0.13,,,FALSE
liver,LSEC,p53,Mdm2,Cdkn1a,7,0.310344584022647,0.498143602373047,20,2.68,0.0270676691729323,0.909811665177451,FALSE
liver,LSEC,p53,Serpine1,Igf1,7,0.296887040662402,0.517904319175995,0,0,,,FALSE
liver,LSEC,p53,Cdkn1a,Serpine1,7,-0.276397097618261,0.54848976809732,0,0,,,FALSE
liver,LSEC,p53,Trp53,Zmat3,7,0.254762750327141,0.581399062096543,13,1.74,0.489010989010989,0.0899130823086563,FALSE
liver,LSEC,p53,Trp53,Cdkn1a,7,0.21943599765101,0.636377690501875,24,3.22,-0.0165217391304348,0.938922866945509,FALSE
liver,LSEC,p53,Trp53,Bax,7,-0.218235983210474,0.638270323871754,30,4.03,0.632925472747497,0.000174437352748504,FALSE
liver,LSEC,p53,Bax,Igf1,7,0.218108207319499,0.638471941031884,0,0,,,FALSE
liver,LSEC,p53,Bax,Serpine1,7,0.194840065260871,0.675471784147559,2,0.27,,,FALSE
liver,LSEC,p53,Zmat3,Serpine1,7,-0.19175083680233,0.680425055283547,0,0,,,FALSE
